报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.99,0.97,1.87,2.29,2.1,1.69,1.73,1.53,
每股净资产(元),--,--,--,6.31,5.32,3.49,2.44,1.26,
每股经营活动产生的现金流量净额(元),--,--,--,2.31,3.19,2.03,1.99,2.13,
主营业务收入(万元),29097,29626,38068,36988,36001,27226,25242,21841,
主营业务利润(万元),26082,25976,34407,33896,31808,23834,22354,19347,
营业利润(万元),10388,10348,14978,19195,17027,13140,14818,13174,
投资收益(万元),3393,12,-37,-45,-88,--,--,--,
营业外收支净额(万元),49,-328,1388,1364,523,728,214,180,
利润总额(万元),10437,10019,16366,20559,17550,13868,15032,13354,
净利润(万元),9989,9702,15546,17155,15761,12664,12980,11505,
净利润(扣除非经常性损益后)(万元),8444,9473,14727,16847,15290,12009,12798,11352,
经营活动产生的现金流量净额(万元),4972,2200,10926,17302,23946,15258,14903,16010,
现金及现金等价物净增加额(万元),-23128,14030,30159,26973,12450,-7110,-8190,14543,
总资产(万元),181154,173035,173905,75866,68059,45704,33874,25042,
流动资产(万元),176271,169504,171662,73351,66063,43894,33217,24000,
总负债(万元),24171,21780,24203,28037,27537,19501,15579,15582,
流动负债(万元),24171,21780,24203,28037,27537,19501,15535,15582,
股东权益不含少数股东权益(万元),157804,151594,148933,47291,39935,26187,18323,9368,
净资产收益率加权(%),6.46,6.48,18.56,38.71,48.39,54.97,93.75,231.68,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
