报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,
基本每股收益(元),--,-0.31,-0.29,-0.27,-0.24,-0.23,-0.22,--,-0.19,-0.35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,-8.06,-7.82,-7.59,--,-7.17,-6.98,-6.04,-5.14,-1.72,4.31,5.99,10.85,9.97,2.67,2.43,2.1,2.07,2.39,--,1.57,1.21,
每股经营活动产生的现金流量净额(元),--,--,--,--,-0,0,0,--,0,-0,-0.01,-0.04,-0.06,0.29,0.59,0.39,1.08,1.83,-0.1,--,--,--,--,--,--,
主营业务收入(万元),--,0,0,0,0,0,0,0,0,0,0,5636,7742,21284,67746,71100,50826,27422,22076,6643,7245,6474,9728,13526,6320,
主营业务利润(万元),--,0,0,0,0,0,0,0,0,0,0,653,-1487,3536,9253,11412,15199,12322,7828,-476,3,618,4112,4417,2161,
营业利润(万元),--,-7117,-6708,-6210,-5546,-5396,-5104,-4654,-4321,-8104,-17448,-46705,-51657,-5872,4983,5375,11468,8672,4417,-428,25,694,1891,3119,1198,
投资收益(万元),--,--,--,--,--,--,--,--,0,--,-1415,-12014,-15715,-3316,559,2011,110,-418,501,536,528,343,132,9,5,
营业外收支净额(万元),--,--,--,--,--,--,-0,--,0,--,0,-24241,-81560,-31345,-92,471,-176,-64,--,0,0,0,--,--,--,
利润总额(万元),--,-7117,-6708,-6210,-5546,-5396,-5104,--,-4321,-8104,-23893,-82951,-148606,-40114,6056,10898,13367,9449,6493,109,578,1013,1994,3013,1193,
净利润(万元),--,-7117,-6708,-6210,-5546,-5396,-5104,-4654,-4321,-8104,-23893,-68124,-136671,-38891,5098,8852,8729,5751,4443,101,710,652,1686,2561,799,
净利润(扣除非经常性损益后)(万元),--,-7155,-6709,-6212,-5546,-5396,-5104,--,-4321,-4287,-5152,-46324,-60339,-15589,4541,5340,6941,4555,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),0,-2,1,0,-1,1,-0,-0,-0,-0,-124,-904,-1501,6690,13710,4736,13208,16132,-839,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),0,-2,1,0,-1,1,-0,-0,-0,-0,-69,-739,-71678,-8041,-28612,18862,87609,7960,-11,--,--,--,--,--,--,
总资产(万元),0,104,105,104,540,540,526,526,526,526,21261,91290,188747,267207,234572,241905,189316,73911,69343,41163,42819,38703,37890,21243,16017,
流动资产(万元),0,9,10,9,437,438,423,--,424,424,20176,21956,62551,122955,--,0,139940,44365,48687,20729,22535,19090,19260,12821,9922,
总负债(万元),375199,207109,199993,193284,187276,181731,176355,171251,166597,162276,161212,211223,226435,156203,86715,98363,58078,43095,43022,21689,24540,23652,20367,11364,8389,
流动负债(万元),375199,119470,112355,105645,99637,94093,88716,--,78958,74637,161212,210683,225895,127694,--,0,44530,23800,25710,14188,15745,15736,9489,6797,3851,
股东权益不含少数股东权益(万元),-375199,-207005,-199888,-193180,-186737,-181191,-175829,-170725,-166071,-161749,-139951,-119073,-39905,99952,138798,132346,121534,23522,21416,18516,18279,15051,17523,9879,7628,
净资产收益率加权(%),--,--,--,--,--,--,--,--,--,--,0,0,0,-32.58,3.76,6.94,0,0,23.15,--,0,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
