报告日期,2018-12-31,2017-12-31,2016-12-31,2010-12-31,2009-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),-0,-0.01,6.92,-0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),-0.04,--,--,-3.93,-3.9,-3.07,4.24,4.71,4.67,4.05,3.62,3.28,3,4.57,2.11,1.99,0,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,-0,0,-2.37,0.61,0.27,-0.37,0.23,0.56,-0.28,--,--,--,--,0,--,--,--,
主营业务收入(万元),80081,0,0,0,0,1189,21408,31601,19125,30656,28208,29706,22114,11063,4966,4826,0,9918,6652,5197,
主营业务利润(万元),2806,0,0,0,0,-49,6796,10261,9618,16123,14014,12440,10149,4284,2061,1764,0,0,0,0,
营业利润(万元),-513,-146,-52,-894,-1723,-106243,-85,3820,5408,14252,13292,13086,12840,7254,2061,1764,0,0,0,0,
投资收益(万元),417,--,--,0,--,-18237,-2384,-2,-18,87,12,106,0,0,0,0,0,0,0,0,
营业外收支净额(万元),37,--,198545,88,308,-49244,-11223,-588,-154,-344,1503,0,0,0,--,--,0,--,--,--,
利润总额(万元),-476,-146,198493,-807,-1415,-173724,-13691,3841,5236,13995,16037,14021,12991,7402,2062,1894,88,1170,777,426,
净利润(万元),-304,-146,198493,-807,-1415,-173724,-13982,2917,5422,10761,13391,11790,10970,6202,1606,1315,59,1092,754,268,
净利润(扣除非经常性损益后)(万元),-452,-146,-52,-894,-1723,-113354,-761,2895,4366,11105,10659,--,--,--,--,--,0,--,--,--,
经营活动产生的现金流量净额(万元),-2094,-8,14,-10,2,-67935,17394,7616,-10637,6001,14619,-7222,--,--,--,--,0,--,--,--,
现金及现金等价物净增加额(万元),289,-8,14,-10,2,-53447,5955,4289,45824,-15754,1992,18857,--,--,--,--,0,--,--,--,
总资产(万元),36152,288,322,2132,2168,41950,224734,237509,215313,165218,144052,108638,55622,43007,20534,15590,9780,--,--,--,
流动资产(万元),24216,285,319,2129,2163,4796,140685,--,0,0,0,66390,24705,30664,14692,12070,8146,--,--,--,
总负债(万元),39815,21914,21802,114721,114026,130013,103073,101466,79296,60887,48108,21992,10655,6849,8208,4840,204,--,--,--,
流动负债(万元),24795,8219,8108,114721,114026,129920,102901,--,0,0,0,21934,10655,6849,8208,4590,204,--,--,--,
股东权益不含少数股东权益(万元),-3759,-21626,-21480,-112589,-111858,-88063,121410,135093,133911,101839,93702,84926,43363,34752,11514,9933,9576,--,--,--,
净资产收益率加权(%),--,--,--,--,--,--,-10.91,2.18,4.4,11.01,0,19.59,--,0,0,--,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
