报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),-0.69,-3.17,0.35,0.18,0.03,0.27,-0.8,0.02,-0.39,-0.36,0.04,-0.23,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,0.57,0.57,0.96,1.32,1.35,1.88,3.35,3.51,3.37,3.03,4.1,3.72,3.37,3.19,3.37,1.54,1.15,1.23,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.27,0.48,0.27,0.36,-0.45,-0.54,-0.19,0.62,0.74,0.57,0.86,1.55,-0.81,-0.21,--,--,--,--,
主营业务收入(万元),14645,284581,411420,165699,73963,140150,174542,196312,206085,185123,207805,188889,217612,230498,177613,139837,76233,51690,49578,37497,28215,19187,19168,23692,15410,
主营业务利润(万元),1863,106514,163864,68562,10019,5158,617,21146,26300,12002,18853,21941,24409,33276,34672,33336,24273,16448,12889,9291,6986,2697,3022,5170,1341,
营业利润(万元),-164706,-782075,77929,38575,3106,-76209,-58815,-6029,-28553,-25548,3204,-15437,4580,14267,16263,20064,12680,9165,7388,3302,3641,2977,3198,5696,1946,
投资收益(万元),-452,-7938,-4451,2,4124,-597,3981,229,-902,-3403,21815,98,-885,1567,-354,-29,2,-16,-2,0,450,290,--,0,0,
营业外收支净额(万元),-13389,-1094,9082,4595,-76,107539,219,8377,724,-752,-1832,--,-816,-391,-390,-390,-173,-290,0,-76,0,0,24,--,--,
利润总额(万元),-178096,-783169,87011,43170,3030,31330,-58596,2348,-27829,-26301,1372,-15541,2955,15903,15617,19816,12622,8865,7611,3226,4098,3887,3234,5791,1993,
净利润(万元),-168909,-773209,79948,37348,2642,23796,-52594,1247,-25667,-24054,2314,-15386,257,7794,8075,11547,8349,7581,6390,3226,4098,3127,2373,4170,1383,
净利润(扣除非经常性损益后)(万元),-153317,-776133,79524,37209,-1540,-55145,-52798,-6094,-26360,-23264,-18000,-15316,780,6259,8036,11559,8400,7269,6165,3226,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-8068,-81251,-33635,-14794,6792,2146,8969,17556,31793,17935,23785,-29689,-35949,-7242,21238,25319,19443,12499,22452,-11670,-2273,--,--,--,--,
现金及现金等价物净增加额(万元),-4625,-308662,227815,61294,152,-2188,-12300,-5355,15448,-1447,-3778,-43428,-11493,15227,-3620,-5706,32794,16930,-630,4536,2535,--,--,--,--,
总资产(万元),70876,201383,944216,266993,100995,140314,218869,292700,296462,327978,359720,468362,499266,407794,352609,307254,251043,147589,111006,107693,77398,66388,24834,17674,15583,
流动资产(万元),44942,137519,640463,206366,28805,38092,47830,70947,70025,58970,59291,169470,228739,219667,115879,107143,--,0,--,0,32369,21182,6362,8663,6295,
总负债(万元),567662,519275,474294,121749,26262,120543,224939,239241,244120,244733,249167,354673,355419,270338,198852,160934,125819,82214,56754,58922,42952,36059,15639,10800,8256,
流动负债(万元),564225,399403,341699,121749,25002,90241,213727,121035,104631,26505,45626,342673,334500,250238,177752,123334,--,0,--,0,24928,28603,14740,7855,5346,
股东权益不含少数股东权益(万元),-504725,-335904,437492,145244,62371,9381,-15450,37945,37813,63480,87533,89016,124236,125856,119768,114899,103388,59235,53713,48770,34445,30329,9195,6874,7327,
净资产收益率加权(%),--,--,30,33.53,4.52,--,0,3.24,-50.68,-31.86,2.58,-15.91,0.21,6.35,6.9,10.58,8.62,13.22,0,0,12.65,--,--,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
