报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.11,0.39,0.96,0.88,1.41,0.87,0.68,--,
每股净资产(元),--,--,--,2.94,2.71,2.12,1.35,5.81,
每股经营活动产生的现金流量净额(元),--,--,--,1.22,1.32,0.76,0.6,3.94,
主营业务收入(万元),23691,23268,24078,20694,26635,16934,13362,9620,
主营业务利润(万元),7081,8111,11232,9393,13661,8509,6645,4804,
营业利润(万元),1245,3305,6390,5885,9837,6009,4748,3595,
投资收益(万元),-290,92,--,--,--,--,4,--,
营业外收支净额(万元),170,395,257,310,14,120,7,-0,
利润总额(万元),1415,3701,6647,6195,9851,6128,4755,3595,
净利润(万元),1557,3147,5741,5266,8431,5226,4020,2720,
净利润(扣除非经常性损益后)(万元),1153,2782,5528,5003,8419,5124,4011,2720,
经营活动产生的现金流量净额(万元),-692,4339,3364,7343,7948,4536,3622,3441,
现金及现金等价物净增加额(万元),-7517,16200,-1092,-310,607,3847,1861,2078,
总资产(万元),54693,52228,32358,25333,26686,21853,13409,9032,
流动资产(万元),40751,38707,20896,16858,19258,16805,9124,6611,
总负债(万元),7888,6966,11323,7632,10323,8951,5259,3957,
流动负债(万元),7888,6966,10187,6953,10323,8917,4899,3643,
股东权益不含少数股东权益(万元),46806,45262,20980,17613,16236,12726,8081,5074,
净资产收益率加权(%),3.39,7.58,30.73,31.4,55.94,50.23,61.12,73.24,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
