报告日期,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
基本每股收益(元),--,--,--,--,--,--,--,--,--,--,
每股净资产(元),6.02,5.42,4.91,3.99,3.51,3.71,2.72,--,--,--,
每股经营活动产生的现金流量净额(元),1.43,1.23,1.1,0.47,0.91,2.09,0.74,--,--,--,
主营业务收入(万元),243586,211891,205444,179424,174026,191234,129785,128969,126769,112053,
主营业务利润(万元),108935,90850,84061,72721,76727,96563,33092,33247,36018,24359,
营业利润(万元),88427,74048,69453,57652,61131,82956,25260,24194,28017,16610,
投资收益(万元),-473,-353,-3566,314,1019,-212,0,0,0,0,
营业外收支净额(万元),-349,-362,-5288,-2406,-2400,-2939,325,--,--,--,
利润总额(万元),87605,73333,60599,55560,59749,79806,25585,24194,28017,16610,
净利润(万元),73978,62601,52165,46833,50899,79806,25585,16210,18772,11129,
净利润(扣除非经常性损益后)(万元),72609,62904,52195,48980,52099,82744,25260,--,--,--,
经营活动产生的现金流量净额(万元),124802,107611,96270,38407,73998,142264,50416,--,--,--,
现金及现金等价物净增加额(万元),-23453,16714,23774,-20885,7046,15539,43615,--,--,--,
总资产(万元),576921,517184,473701,401613,367401,314479,223965,95702,97507,105453,
流动资产(万元),213310,138384,140083,--,0,0,0,23044,24356,26153,
总负债(万元),49565,42036,43643,74261,78715,62372,38785,43833,48821,59719,
流动负债(万元),48162,40416,41988,--,0,0,0,18833,13821,19719,
股东权益不含少数股东权益(万元),526295,474183,429075,325359,286686,252107,185180,51869,48686,45734,
净资产收益率加权(%),14.9,13.91,14.32,15.3,18.34,36.44,0,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
