报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),-1.02,0.43,0.66,0.52,0.48,-0.12,0.05,0.4,-0.14,0.04,0.04,0.5,0.48,0.25,0.53,
每股净资产(元),--,--,--,--,--,--,--,3.12,2.73,2.86,2.82,4.27,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.41,-0.95,-0.38,0.61,0.71,0.96,1.05,-0.53,
主营业务收入(万元),36226,218760,250552,188152,246059,352144,282217,238231,198168,163169,202962,187414,160460,155127,139591,
主营业务利润(万元),10222,109819,101813,87005,77378,14332,10722,7634,8116,12415,13968,15152,14679,10372,11262,
营业利润(万元),-177088,76514,77442,63962,57137,-6845,-7181,-7008,-7403,66,86,3928,3555,1776,3479,
投资收益(万元),-2234,474,-215,-104,--,26,391,3075,1032,21,23,65,4,--,24,
营业外收支净额(万元),552,5198,7275,8947,5097,3996,10910,19824,4202,555,--,0,175,283,250,
利润总额(万元),-176536,81712,84718,72908,62234,-2848,3730,12816,-3200,621,899,4657,3730,2059,3729,
净利润(万元),-178610,76866,73095,57434,43614,-2419,1033,6409,-2229,712,647,4552,3867,1754,3686,
净利润(扣除非经常性损益后)(万元),-179024,71652,67584,50482,39533,-4533,-5993,-7007,-3775,-28,-264,3089,3652,--,--,
经营活动产生的现金流量净额(万元),-42319,33557,5087,18446,-21203,22240,-8339,6580,-15324,-6125,9791,7574,7673,7263,-3672,
现金及现金等价物净增加额(万元),-71574,44012,1267,464,-3899,-3032,-5930,6017,-1655,-11712,-15571,32126,2294,-1097,7797,
总资产(万元),281791,463644,361701,263064,199884,182629,202612,162259,150028,136853,99984,101047,62786,53936,46991,
流动资产(万元),259756,418276,316372,234041,195064,111962,132336,92742,66566,58261,39924,60077,29999,30045,30766,
总负债(万元),144996,153050,113719,83919,89199,124136,136596,95179,91702,80334,48867,49757,42900,34878,32590,
流动负债(万元),105124,113285,107719,83919,81199,106245,121097,80272,78211,67390,38919,35702,34081,27192,25046,
股东权益不含少数股东权益(万元),119833,291353,227973,159594,106020,46797,49557,50129,43752,45980,45269,45691,15470,15260,12487,
净资产收益率加权(%),-86.95,29.51,37.72,43.25,51.37,-5,2.04,13.65,-4.97,1.56,1.42,16,22.49,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
