报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),-0.01,-0.01,-0.01,-0.01,-0.04,-0.07,-0.08,-0.06,-0.09,-0.11,-0.13,-0.12,-0.13,-1.78,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),-1.98,-1.99,-1.98,-1.97,-1.96,-1.89,-1.81,-1.73,-1.67,-1.58,-1.51,-1.37,--,--,0.67,2.44,2.59,2.58,2.69,1.79,2.35,1.95,1.8,1.55,1.49,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,0,0,0,-0.01,--,--,-0.18,0.21,-0.32,0.05,0.29,-0.42,-0.1,--,--,--,--,
主营业务收入(万元),32,2,17,31,131,95,105,31,154,520,1676,1204,751,1948,1614,7279,13418,15367,12542,17207,16557,6973,13076,8264,7839,
主营业务利润(万元),6,-23,-54,-2,5,-17,15,13,99,-215,167,119,200,140,-301,2231,4814,7488,5741,7686,7125,2647,3369,1954,1818,
营业利润(万元),-144,-214,-285,-229,-1050,-1938,-2123,-1645,-2338,-1716,-3383,-3086,-3368,-45285,-46575,-4084,590,4703,4562,6335,7398,2647,3376,1955,1818,
投资收益(万元),--,--,--,--,--,--,--,--,0,--,--,189,--,11,-169,6,6,6,1462,700,527,1027,2,5,4,
营业外收支净额(万元),0,--,-42,--,-0,--,0,-44,-2,-1293,-0,-2,-27,-1586,-18,-1,-46,0,-0,-5,0,0,--,--,--,
利润总额(万元),-144,-214,-326,-229,-1050,-1938,-2123,-1689,-2340,-3009,-3383,-3088,-3395,-46871,-46762,-4079,550,4709,6024,7030,7926,3817,3385,1968,1816,
净利润(万元),-142,-211,-322,-225,-1046,-1932,-2121,-1680,-2318,-3003,-3377,-3085,-3376,-46368,-46268,-3849,319,3956,5145,5959,6337,3091,2307,1682,1544,
净利润(扣除非经常性损益后)(万元),-142,-211,-322,-225,-1046,-1932,-2121,-1680,-2318,-1774,-3426,-3089,--,--,-46053,-3853,275,3582,5030,5750,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-6,-29,-14,-1,1,-4,2,-19,13,-59,13,-183,31,-29507,-4688,5601,-8307,1191,7558,-9866,-1614,--,--,--,--,
现金及现金等价物净增加额(万元),-6,-29,-0,-1,0,-5,2,-17,5,-45,12,-30,0,-29523,-4909,22755,-5911,-16226,32814,-2538,627,--,--,--,--,
总资产(万元),5791,5939,6104,6367,6413,6493,6670,7039,7621,8123,15542,17118,17757,19046,63543,103718,109339,107741,96294,65704,57400,44275,27962,24524,21702,
流动资产(万元),2453,2518,2595,2737,2688,2671,2750,3020,3452,3823,4785,5466,5205,5644,46454,84643,0,0,0,41355,34151,20965,14174,11055,12690,
总负债(万元),56693,57063,57014,56950,56767,55797,54037,52282,51176,49337,53747,51940,49491,47385,44592,38005,39411,37922,25454,22524,18501,12441,10317,9478,8318,
流动负债(万元),54016,54386,54337,54273,54089,53120,51359,49605,48498,46660,51070,49263,43731,41533,44457,36188,0,0,0,10513,8403,4301,4508,3696,2547,
股东权益不含少数股东权益(万元),-51765,-51988,-51777,-51455,-51230,-50184,-48252,-46131,-44451,-42240,-39236,-35859,-32774,-29398,17388,63657,67622,67303,70253,42596,37224,30873,16514,14207,12525,
净资产收益率加权(%),--,--,--,--,--,--,--,--,0,--,--,--,--,--,-114.18,-5.87,0.47,5.94,8.09,--,18.61,--,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
