报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),2.13,2,0.54,0.12,0.08,1.17,0.89,0.49,
每股净资产(元),--,5.08,3.6,3.05,2.93,2.39,1.6,1.12,
每股经营活动产生的现金流量净额(元),--,1.02,0.08,0.07,0.06,0.32,1.52,0.4,
主营业务收入(万元),68412,63303,29752,14324,13433,41022,27867,16128,
主营业务利润(万元),31725,29478,9694,3993,3828,18392,13219,7283,
营业利润(万元),23388,22169,5943,1280,871,12985,9665,5219,
投资收益(万元),70,34,87,156,96,--,--,--,
营业外收支净额(万元),-20,-47,12,2,-3,28,-155,-65,
利润总额(万元),23368,22122,5955,1282,868,13013,9511,5154,
净利润(万元),20081,18937,5117,1133,778,11046,8061,4367,
净利润(扣除非经常性损益后)(万元),19789,18697,5105,993,692,10989,8188,4409,
经营活动产生的现金流量净额(万元),-389,9683,755,697,573,2988,13835,3611,
现金及现金等价物净增加额(万元),83648,5762,2029,238,-3000,-5929,10383,255,
总资产(万元),174600,87061,47574,45655,46226,44751,40450,20966,
流动资产(万元),154882,67837,29476,26907,26742,34228,31826,11621,
总负债(万元),20363,39098,13547,16842,18547,22207,25953,10900,
流动负债(万元),20038,38803,13547,16842,18547,22207,25953,10900,
股东权益不含少数股东权益(万元),154238,47964,34026,28812,27679,22544,14497,10066,
净资产收益率加权(%),35.88,46.67,16.31,4.01,2.85,55.18,70.15,55.4,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
