报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),0.1,0.15,0.22,0.24,0.33,0,-0.19,0,-0,0,0.01,0.12,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,0.23,0.08,0.06,0.01,0.01,0.22,1.06,3.24,3.34,3.73,2.37,2.23,4.19,2.95,2.69,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,0.01,--,-0.04,0,-0.03,-0.06,-1.15,0.18,-0.35,0.3,0.06,0.6,0.18,0.52,--,--,--,--,
主营业务收入(万元),695172,712608,771801,746948,882975,0,0,0,0,0,697,2989,7137,23296,31298,38379,47559,41819,41706,53581,56154,48966,34695,21646,16969,
主营业务利润(万元),147105,139994,193310,136445,163655,-8,0,0,0,-0,614,1444,2121,1956,9891,9650,16430,19648,15222,14384,9593,2525,4154,1495,916,
营业利润(万元),21648,17327,43322,40610,60937,25,-7258,-428,-129,126,-1313,-38,-12367,-27514,307,-6527,3682,6753,3740,4816,3589,2642,2009,1610,1039,
投资收益(万元),1581,2709,2926,10637,3518,146,101,91,171,357,108,1477,-3109,-1347,-1199,-147,-193,-199,-821,-83,15,145,347,122,414,
营业外收支净额(万元),1937,2021,9338,10944,6054,--,-0,614,-44,-104,1575,4454,-12933,-25852,-62,-3837,-103,-1571,-36,61,--,0,--,--,--,
利润总额(万元),23585,19349,52661,51554,66991,25,-7258,187,-173,22,261,4416,-28326,-54711,-844,-10429,3386,5046,2884,4830,3932,3136,2426,1845,1507,
净利润(万元),18667,28246,42114,42151,45494,25,-7257,178,-172,41,258,4323,-28114,-54671,-1316,-9767,3067,5041,2745,4122,3036,2666,2230,1777,1331,
净利润(扣除非经常性损益后)(万元),-4596,12563,39533,31655,42376,--,-7257,-436,-128,-7,-1184,-1708,-13886,-32308,555,-5982,3163,6549,3363,4087,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-6397,-63772,-41744,37917,24483,-155,2206,549,1,-1494,2,-1199,-1628,-28870,4576,-8794,7562,1210,12069,1789,4654,--,--,--,--,
现金及现金等价物净增加额(万元),-65898,-41109,-131973,179789,20727,-3009,2658,549,1,-6,-2804,-440,-2340,-28900,-4838,-19608,39234,7519,-4136,11684,124,--,--,--,--,
总资产(万元),737023,1028867,962436,810360,796912,4569,4546,8692,8722,8952,10597,14117,28792,88906,118075,115970,130463,85873,66344,83327,65208,50760,30198,26462,14004,
流动资产(万元),562035,886424,862125,723037,726036,3242,3225,7354,7354,7630,7665,12736,11398,62312,81613,86756,--,0,0,0,28470,27074,10953,10885,6823,
总负债(万元),476116,773886,656958,536643,679405,3964,3966,854,6504,6561,10355,12361,21364,59408,33494,30105,34092,35508,20947,41117,36955,26740,18963,17457,6400,
流动负债(万元),410004,735250,617012,506210,662223,3964,3966,854,1640,1697,4165,5099,21354,59383,33459,30080,--,0,0,0,30670,23904,18363,10441,6293,
股东权益不含少数股东权益(万元),262898,254691,294321,268890,103083,1496,1472,8729,3117,2391,223,321,5638,26588,81260,83696,93455,47333,44426,41790,26342,24020,11235,9005,7604,
净资产收益率加权(%),6.47,9.9,15.02,33.02,54.67,1.67,-142.29,3.29,-5.37,0.93,12.89,-236,-224.3,-101.39,0.64,-11.03,4.11,11.02,6.38,0,12.06,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
