报告日期,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.37,0.22,0.17,0.14,0.2,0.14,0.14,0.33,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,2.27,2.42,2.47,1.89,2.94,1.88,3.61,3.37,3.25,4.18,3.95,2.55,2.47,2.4,2.33,1.93,1.66,1.74,1.54,
每股经营活动产生的现金流量净额(元),--,--,--,0.18,0.32,0.22,0.19,0.28,0.29,0.42,0.49,0.48,0.7,0.7,-0.07,0.29,0.24,--,--,--,--,--,
主营业务收入(万元),459593,362643,312474,256973,240769,192621,182505,171129,152654,137830,108956,78079,85325,61587,71681,53799,56689,55879,49541,39147,27043,17756,
主营业务利润(万元),137510,107906,85317,79408,81432,66676,64992,60409,65650,58049,50693,39086,41233,31459,29247,22284,17208,12298,11239,10710,6750,5165,
营业利润(万元),158590,92369,78374,65471,90179,60797,58357,79015,45458,36087,31778,26830,29550,21744,19635,8992,9019,13453,11778,10938,0,5207,
投资收益(万元),59053,20235,24824,12994,34933,16755,18398,40312,5635,10125,3634,4192,1509,5710,2834,11176,9453,6582,1752,1814,1333,743,
营业外收支净额(万元),20072,8043,1960,1256,123,1019,925,--,-44,-392,4726,-241,0,-1146,-13,-165,0,0,0,0,261,0,
利润总额(万元),178662,100413,80334,66727,90302,61816,59282,79746,52748,45819,40879,31350,29382,26309,22456,20416,18429,20009,14031,13509,8811,6383,
净利润(万元),117717,68432,54793,45648,63543,45498,44614,63699,40079,35591,31700,25955,22952,22930,19987,18688,16151,16751,11759,11373,7488,5424,
净利润(扣除非经常性损益后)(万元),64559,44835,35303,35887,37340,36210,33332,32657,39048,30137,27472,25260,24623,22943,19987,16787,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),148447,187552,68215,58505,100840,71522,60179,54916,56593,40769,47362,46572,48340,48014,-4841,18948,15784,--,--,--,--,--,
现金及现金等价物净增加额(万元),137862,14491,-91640,-33140,134156,-64951,-1396,179985,20539,8266,10059,-12807,-1309,-6536,21019,-616,-835,--,--,--,--,--,
总资产(万元),1762587,1420692,1208255,1178448,1248719,1157174,1024420,864546,617849,589611,559595,449066,402095,392119,381414,308440,305781,267134,166067,153081,138790,91419,
流动资产(万元),804195,457913,383836,433248,434547,329897,375544,274782,114295,77613,48536,33484,0,0,0,0,79879,94886,40304,29055,27606,29073,
总负债(万元),716662,571108,360028,349506,341068,226030,291771,211531,186840,178559,178770,130330,104316,113879,209899,142326,144601,114085,80810,80157,63117,26570,
流动负债(万元),562095,537669,125309,114223,154970,174859,280099,194752,186840,178559,178770,125756,0,0,0,0,140022,101458,65477,58971,33545,10574,
股东权益不含少数股东权益(万元),910291,762567,758859,722711,769825,788271,603004,585066,362746,347311,324431,313310,287577,271443,164785,159470,155138,150817,83296,71492,74797,63000,
净资产收益率加权(%),13.83,9,7.4,6.12,8.26,6.54,7.15,15.93,11.41,10.55,9.84,8.53,8,9.9,12.35,11.98,10.59,--,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
